amount,account_age,holder_age,account_balance,transaction_time,entry_type,gender,broswer,avs,cvv,connection_type,card_number,account_type,location,bank,label
3721,163,61,2828,8,online,female,Mozilla/5.0,y,9575,http,938,debit,Marondera,CBZ Bank,False
4511,197,71,10555,6,online,female,Safari/537.36,y,6362,http,775,debit,Gweru,BANC ABC,False
7191,120,49,11431,20,online,female,Mozilla/5.0,n,7157,http,921,debit,Harare,Agribank,False
8379,272,62,3555,14,online,female,Chrome/41.0.2272.89,n,6433,http,448,debit,Harare,Steward Bank,False
1686,95,69,956,3,online,female,Chrome/41.0.2272.89,y,8474,http,520,debit,Bulawayo,CBZ Bank,False
4697,233,49,5030,21,chip,female,Mozilla/5.0,n,3093,https,117,debit,Bindura,Agribank,False
5072,61,33,9833,11,online,female,Mozilla/5.0,y,2965,https,505,credit,Hwange,FBC Bank,False
8774,78,49,3013,5,chip,male,Chrome/41.0.2272.89,y,3017,http,841,debit,Harare,Agribank,False
1075,172,58,8348,3,chip,male,Chrome/41.0.2272.89,n,2553,https,406,credit,Bulawayo,Agribank,False
10478,236,70,14679,6,online,female,Safari/537.36,y,6261,http,951,debit,Hwange,FBC Bank,False
8911,131,19,15118,11,online,female,Chrome/41.0.2272.89,y,4079,https,532,debit,Kwekwe,Agribank,False
6721,162,26,13725,3,magnetic strip,male,Mozilla/5.0,y,9473,https,128,debit,Rusape,CBZ Bank,False
8681,173,33,15343,22,online,male,Mozilla/5.0,y,4141,https,728,debit,Gweru,FBC Bank,False
1433,223,65,1288,7,online,female,Chrome/41.0.2272.89,y,1756,http,593,debit,Hwange,Agribank,False
10940,294,34,4374,12,chip,female,Mozilla/5.0,y,9548,https,289,debit,Harare,Agribank,False
8384,85,72,14721,10,chip,female,Mozilla/5.0,n,8804,http,494,credit,Gweru,Agribank,False
4869,227,70,11136,22,chip,male,Chrome/41.0.2272.89,n,9815,http,400,debit,Rusape,FBC Bank,False
7801,158,66,2973,16,magnetic strip,male,Chrome/41.0.2272.89,y,8334,https,974,credit,Kwekwe,Steward Bank,False
1493,282,22,1776,15,chip,female,Safari/537.36,y,4873,https,736,debit,Harare,Agribank,False
879,297,20,5729,4,chip,female,Safari/537.36,n,2865,http,654,debit,Gweru,Agribank,False
8392,122,45,7091,14,chip,female,Safari/537.36,y,6814,https,118,debit,Hwange,BANC ABC,False
2159,150,28,6216,14,magnetic strip,male,Mozilla/5.0,n,6480,https,464,debit,Gweru,Steward Bank,False
4550,176,67,1556,5,chip,female,Mozilla/5.0,n,3124,http,239,debit,Gweru,Agribank,False
4310,233,72,7464,8,chip,female,Mozilla/5.0,y,3511,http,379,credit,Marondera,CBZ Bank,False
5585,59,28,10830,5,online,male,Mozilla/5.0,n,7355,https,635,credit,Harare,First Capital Bank,False
3527,269,38,15412,16,magnetic strip,female,Mozilla/5.0,n,5973,https,472,debit,Bulawayo,CBZ Bank,False
6693,49,32,3403,20,chip,male,Safari/537.36,n,7929,https,308,credit,Bulawayo,FBC Bank,False
13191,208,51,5603,12,magnetic strip,male,Mozilla/5.0,y,1816,http,519,debit,Kwekwe,FBC Bank,False
9903,214,41,1041,9,magnetic strip,male,Safari/537.36,y,8152,http,297,debit,Bulawayo,Agribank,False
3281,147,35,6003,6,online,male,Chrome/41.0.2272.89,y,3523,https,645,credit,Hwange,Agribank,False
14434,171,69,11394,11,chip,male,Chrome/41.0.2272.89,n,8085,http,430,debit,Harare,FBC Bank,False
14602,71,47,11072,8,online,female,Mozilla/5.0,n,1012,https,518,debit,Bulawayo,FBC Bank,False
6653,250,57,11077,10,online,male,Mozilla/5.0,n,5621,http,316,credit,Harare,Agribank,False
12937,269,64,4908,7,online,male,Chrome/41.0.2272.89,y,7549,http,898,credit,Rusape,First Capital Bank,False
4768,272,42,6546,5,online,female,Mozilla/5.0,y,7001,https,399,debit,Harare,BANC ABC,False
3627,225,65,6576,6,magnetic strip,female,Chrome/41.0.2272.89,y,8338,http,168,credit,Bulawayo,CBZ Bank,False
446,258,48,13579,7,magnetic strip,male,Safari/537.36,y,3186,https,493,credit,Kwekwe,FBC Bank,False
3388,217,41,15413,22,online,female,Chrome/41.0.2272.89,y,6933,https,662,debit,Harare,Agribank,False
7501,84,70,11461,14,online,female,Mozilla/5.0,y,5558,http,631,debit,Kwekwe,BANC ABC,False
1939,70,22,10991,17,online,female,Mozilla/5.0,n,1488,http,136,debit,Bulawayo,First Capital Bank,False
11370,81,45,12997,21,online,female,Safari/537.36,y,7860,https,984,credit,Harare,First Capital Bank,False
6030,59,63,6330,18,chip,male,Chrome/41.0.2272.89,n,2706,https,889,credit,Bindura,First Capital Bank,False
13642,194,41,2743,6,online,male,Chrome/41.0.2272.89,n,9680,http,675,debit,Bulawayo,BANC ABC,False
8737,75,41,7632,5,magnetic strip,female,Mozilla/5.0,y,3605,http,308,credit,Marondera,FBC Bank,False
10118,100,18,13765,6,online,female,Mozilla/5.0,n,9616,http,171,debit,Harare,BANC ABC,False
12863,73,70,2154,3,online,female,Mozilla/5.0,y,8119,http,645,credit,Rusape,FBC Bank,False
13752,296,55,12697,8,chip,female,Chrome/41.0.2272.89,n,2423,http,625,credit,Bulawayo,BANC ABC,False
14736,195,58,11895,18,chip,male,Chrome/41.0.2272.89,n,2397,http,191,debit,Hwange,Steward Bank,False
11041,224,38,11547,19,online,female,Mozilla/5.0,y,8438,http,273,debit,Hwange,BANC ABC,False
438,163,69,8448,8,online,female,Mozilla/5.0,y,9453,http,614,credit,Hwange,Agribank,False
11770,199,48,1791,13,online,female,Mozilla/5.0,y,1457,http,216,debit,Harare,Agribank,False
5972,74,68,1425,14,chip,female,Mozilla/5.0,n,9508,http,538,credit,Hwange,FBC Bank,False
3739,263,29,8118,3,chip,male,Mozilla/5.0,n,4149,http,131,credit,Bulawayo,Agribank,False
8495,26,41,2281,7,online,male,Safari/537.36,y,8631,http,985,debit,Harare,FBC Bank,False
5805,274,43,13770,12,chip,male,Safari/537.36,y,3351,http,667,debit,Gweru,Steward Bank,False
1285,66,27,10639,12,magnetic strip,female,Mozilla/5.0,n,9392,http,447,credit,Bulawayo,First Capital Bank,False
4404,199,55,5526,13,magnetic strip,female,AppleWebKit/537.36,y,5499,http,711,credit,Bindura,First Capital Bank,False
8882,222,43,6729,4,chip,female,Safari/537.36,y,2569,http,601,debit,Bindura,Agribank,False
8431,190,49,13131,22,chip,female,Safari/537.36,y,7798,http,446,credit,Gweru,Steward Bank,False
1282,86,56,7261,20,online,female,Chrome/41.0.2272.89,y,5379,http,131,debit,Bulawayo,CBZ Bank,False
8559,62,24,15815,5,chip,male,Safari/537.36,y,6161,http,946,credit,Kwekwe,Steward Bank,False
6495,177,45,7768,13,chip,female,Chrome/41.0.2272.89,y,3049,http,473,debit,Bulawayo,Agribank,False
2198,143,34,2184,13,magnetic strip,male,Chrome/41.0.2272.89,n,6874,https,491,credit,Bulawayo,FBC Bank,False
9224,180,47,9920,15,chip,female,Chrome/41.0.2272.89,y,7250,https,133,debit,Harare,Agribank,False
13639,55,63,2445,13,magnetic strip,male,Mozilla/5.0,y,6099,https,224,credit,Kwekwe,First Capital Bank,False
1276,166,44,7604,21,chip,female,Chrome/41.0.2272.89,n,5914,http,261,debit,Bulawayo,Agribank,False
3534,169,45,4915,12,chip,female,Safari/537.36,y,2748,https,542,credit,Harare,BANC ABC,False
14131,191,71,6680,13,magnetic strip,male,Safari/537.36,n,6927,https,208,credit,Harare,Agribank,False
3590,297,47,15416,4,magnetic strip,female,Safari/537.36,y,4845,http,226,credit,Bulawayo,FBC Bank,False
3381,177,53,6628,5,online,male,Safari/537.36,y,9039,https,415,credit,Marondera,Agribank,False
4959,69,29,7224,17,online,male,Mozilla/5.0,n,9377,https,838,credit,Bulawayo,Agribank,False
12870,226,66,2931,22,online,female,Chrome/41.0.2272.89,y,5621,https,126,debit,Bulawayo,FBC Bank,False
1549,234,28,6461,20,online,female,AppleWebKit/537.36,y,1896,https,207,credit,Gweru,CBZ Bank,False
1225,285,23,853,17,chip,female,Chrome/41.0.2272.89,y,2085,https,609,debit,Kwekwe,BANC ABC,False
13570,183,66,13042,7,online,female,Mozilla/5.0,y,6389,http,275,debit,Harare,First Capital Bank,False
12824,90,71,6804,11,chip,male,Safari/537.36,n,9756,https,531,debit,Harare,BANC ABC,False
4206,134,20,13558,19,chip,female,Safari/537.36,y,9152,http,563,debit,Gweru,FBC Bank,False
13043,48,23,15115,14,online,male,Linux x86_64,y,9258,http,512,credit,Rusape,FBC Bank,False
5143,138,40,15010,14,chip,male,Safari/537.36,n,7466,http,248,debit,Harare,FBC Bank,False
13490,290,49,1996,5,magnetic strip,male,Chrome/41.0.2272.89,y,3578,https,623,credit,Bulawayo,FBC Bank,False
10829,297,45,12481,10,magnetic strip,female,Chrome/41.0.2272.89,y,9118,https,200,debit,Rusape,BANC ABC,False
2099,30,27,1538,3,online,female,Chrome/41.0.2272.89,n,5639,https,873,credit,Bulawayo,Agribank,False
2180,53,53,617,7,online,male,Chrome/41.0.2272.89,y,1290,https,758,debit,Harare,FBC Bank,False
9650,213,70,14416,18,online,male,AppleWebKit/537.36,n,5922,https,576,credit,Kwekwe,Agribank,False
8805,26,58,14196,5,chip,female,Mozilla/5.0,n,6535,http,748,debit,Bulawayo,Agribank,False
5289,100,29,6283,3,chip,male,AppleWebKit/537.36,n,1796,http,166,debit,Bulawayo,Agribank,False
12154,181,41,15317,16,chip,female,Mozilla/5.0,n,5300,http,292,debit,Marondera,Steward Bank,False
10145,93,28,6927,19,online,female,Chrome/41.0.2272.89,n,2769,https,752,debit,Rusape,FBC Bank,False
6344,60,70,9760,16,chip,female,Chrome/41.0.2272.89,n,6872,http,234,credit,Kwekwe,Agribank,False
2354,214,32,5603,13,magnetic strip,male,lk/41.0.2272.89,n,9928,http,793,credit,Bulawayo,Steward Bank,False
13604,206,36,12736,5,chip,male,Mozilla/5.0,y,2057,https,255,credit,Marondera,CBZ Bank,False
415,62,57,1526,13,online,female,Mozilla/5.0,n,7404,https,717,credit,Bulawayo,FBC Bank,False
6376,45,71,6219,19,chip,female,Safari/537.36,y,1770,https,242,credit,Kwekwe,Agribank,False
5631,79,18,13542,6,chip,female,Mozilla/5.0,n,7630,https,251,credit,Harare,Agribank,False
8274,22,46,10887,16,online,male,Mozilla/5.0,y,7575,http,427,credit,Gweru,Agribank,False
11648,178,29,12157,6,online,male,Chrome/41.0.2272.89,n,5282,https,210,credit,Harare,Steward Bank,False
1718,122,59,10204,3,chip,female,Chrome/41.0.2272.89,y,6955,http,612,credit,Kwekwe,Agribank,False
12509,173,33,13806,14,online,male,Mozilla/5.0,n,5668,https,148,debit,Kwekwe,Agribank,False
13718,247,62,9386,3,chip,male,Mozilla/5.0,y,3679,http,887,debit,Bulawayo,CBZ Bank,False
3609,60,27,5115,9,online,female,Mozilla/5.0,n,2991,https,372,credit,Harare,BANC ABC,False
11939,271,28,4928,14,chip,male,Chrome/41.0.2272.89,y,1277,http,474,credit,Bulawayo,CBZ Bank,False
4944,227,54,14142,7,chip,male,Mozilla/5.0,y,6740,https,350,credit,Harare,Agribank,False
5771,172,37,4300,17,chip,female,Chrome/41.0.2272.89,n,2170,http,785,credit,Harare,Agribank,False
1148,291,19,10558,14,chip,female,Safari/537.36,y,5780,http,570,debit,Bulawayo,Steward Bank,False
10682,234,48,4826,17,chip,male,Safari/537.36,y,6247,https,140,credit,Harare,FBC Bank,False
11298,23,49,12691,9,online,female,Chrome/41.0.2272.89,y,3110,https,948,credit,Harare,FBC Bank,False
3081,159,63,12658,19,chip,male,Linux x86_64,n,9784,http,916,debit,Harare,FBC Bank,False
10605,221,56,12233,7,chip,female,Chrome/41.0.2272.89,y,3928,https,272,credit,Bulawayo,Agribank,False
7936,130,39,10235,3,chip,female,Safari/537.36,n,8160,http,207,debit,Bulawayo,Agribank,False
4312,52,41,6639,21,chip,female,Mozilla/5.0,y,1949,https,899,credit,Hwange,Agribank,False
7498,267,32,15829,6,chip,female,Chrome/41.0.2272.89,y,6845,https,787,credit,Kwekwe,First Capital Bank,False
2415,181,57,600,7,magnetic strip,female,lk/41.0.2272.89,y,9045,https,207,credit,Bulawayo,BANC ABC,False
7167,32,51,9428,7,chip,female,Chrome/41.0.2272.89,y,3236,https,452,credit,Kwekwe,Agribank,False
7615,264,36,9331,6,chip,female,Chrome/41.0.2272.89,y,2553,http,480,debit,Kwekwe,Agribank,False
8992,30,23,9339,16,online,male,Mozilla/5.0,n,7839,http,356,debit,Harare,First Capital Bank,False
4787,98,70,4586,12,online,female,Linux x86_64,n,8010,http,680,credit,Hwange,CBZ Bank,False
11441,146,20,9632,12,magnetic strip,female,Mozilla/5.0,n,6756,https,702,debit,Harare,CBZ Bank,False
14199,180,61,5733,10,chip,male,Mozilla/5.0,n,3643,https,708,debit,Harare,BANC ABC,False
9751,273,26,14265,20,magnetic strip,female,lk/41.0.2272.89,y,7361,http,508,debit,Rusape,BANC ABC,False
9984,156,25,10143,16,online,female,Safari/537.36,n,5854,https,507,credit,Gweru,FBC Bank,False
10679,216,62,10642,9,chip,female,Chrome/41.0.2272.89,n,3206,https,937,credit,Harare,Agribank,False
7935,250,20,13694,21,online,male,Chrome/41.0.2272.89,n,5970,https,472,credit,Hwange,Agribank,False
14805,237,35,3150,17,magnetic strip,female,Chrome/41.0.2272.89,y,9057,http,691,credit,Kwekwe,FBC Bank,False
1956,56,67,10239,19,chip,female,lk/41.0.2272.89,y,2750,https,431,credit,Hwange,First Capital Bank,False
3119,76,58,10474,14,online,female,Chrome/41.0.2272.89,n,6519,https,823,credit,Harare,BANC ABC,False
8306,189,18,433,3,online,female,AppleWebKit/537.36,y,4674,http,194,debit,Bulawayo,FBC Bank,False
7090,284,64,10930,9,chip,female,Mozilla/5.0,y,1943,https,631,credit,Bulawayo,Agribank,False
11891,215,48,12261,6,online,male,AppleWebKit/537.36,n,4358,https,221,debit,Bulawayo,CBZ Bank,False
13520,142,28,15732,5,chip,male,Chrome/41.0.2272.89,y,7002,http,162,debit,Rusape,CBZ Bank,False
3528,236,58,11945,4,online,female,Mozilla/5.0,y,4816,https,904,debit,Bulawayo,Agribank,False
7818,32,29,15538,18,online,male,Mozilla/5.0,n,3837,http,325,credit,Hwange,FBC Bank,False
3914,132,18,6141,9,chip,female,Mozilla/5.0,y,5325,http,431,debit,Rusape,FBC Bank,False
8723,242,19,12417,3,online,female,Mozilla/5.0,y,9393,https,870,credit,Harare,CBZ Bank,False
3217,278,26,2970,10,online,female,Chrome/41.0.2272.89,y,1599,https,668,credit,Bulawayo,Agribank,False
537,270,48,13211,14,online,female,Chrome/41.0.2272.89,n,6964,http,718,debit,Bindura,Agribank,False
3901,59,49,6618,4,magnetic strip,female,Chrome/41.0.2272.89,y,5678,https,778,credit,Bulawayo,Agribank,False
8646,298,33,9041,21,magnetic strip,female,AppleWebKit/537.36,n,9302,https,229,credit,Hwange,Agribank,False
6248,125,18,9350,5,online,male,Mozilla/5.0,y,5203,https,597,debit,Bindura,Agribank,False
14205,218,58,11257,15,chip,male,Safari/537.36,n,5513,https,429,credit,Rusape,BANC ABC,False
11673,82,70,7641,13,magnetic strip,female,Mozilla/5.0,n,5617,https,327,debit,Harare,BANC ABC,False
10852,167,26,3948,9,online,female,Chrome/41.0.2272.89,n,9873,http,484,debit,Harare,First Capital Bank,False
4906,151,28,14030,19,chip,male,Chrome/41.0.2272.89,n,2880,http,338,credit,Bulawayo,FBC Bank,False
14032,66,27,12008,15,online,female,Safari/537.36,y,6124,http,193,credit,Marondera,CBZ Bank,False
923,36,47,9491,5,online,male,lk/41.0.2272.89,n,9946,https,763,credit,Harare,FBC Bank,False
4678,134,34,4956,18,chip,male,Chrome/41.0.2272.89,n,6455,http,147,debit,Harare,Steward Bank,False
2348,194,28,11373,19,online,female,Mozilla/5.0,n,9968,http,970,debit,Gweru,BANC ABC,False
1448,288,41,4091,18,online,female,Mozilla/5.0,y,5307,https,450,credit,Bindura,Steward Bank,False
9954,137,32,739,22,chip,female,Chrome/41.0.2272.89,y,3727,https,818,debit,Kwekwe,Agribank,False
5393,289,42,10498,6,online,male,Mozilla/5.0,y,1131,http,586,debit,Gweru,Agribank,False
481,109,60,10217,8,chip,female,Mozilla/5.0,y,3017,https,863,credit,Hwange,Agribank,False
8097,151,59,14348,12,online,female,Chrome/41.0.2272.89,y,1950,http,956,debit,Kwekwe,FBC Bank,False
3178,260,26,15529,22,online,female,Mozilla/5.0,y,6210,http,879,credit,Kwekwe,Steward Bank,False
4030,143,46,14134,17,chip,female,Mozilla/5.0,n,7740,http,581,credit,Harare,FBC Bank,False
9923,36,54,7039,11,magnetic strip,male,Safari/537.36,y,4720,https,977,credit,Bulawayo,Agribank,False
12276,189,49,12060,4,online,female,Chrome/41.0.2272.89,n,6686,http,984,credit,Gweru,Agribank,False
2019,189,55,13825,4,chip,female,Chrome/41.0.2272.89,y,4504,http,849,credit,Hwange,Agribank,False
8188,157,69,12061,10,magnetic strip,female,Mozilla/5.0,y,4374,http,332,debit,Hwange,Steward Bank,False
4618,166,20,9971,20,online,male,Mozilla/5.0,y,2437,http,808,credit,Bulawayo,BANC ABC,False
8581,210,38,4555,4,online,female,Chrome/41.0.2272.89,y,6312,http,360,credit,Marondera,Agribank,False
9839,229,35,15233,13,online,male,Chrome/41.0.2272.89,n,7527,https,487,debit,Kwekwe,Agribank,False
4676,56,34,13566,13,online,male,Safari/537.36,y,3908,http,159,credit,Harare,Agribank,False
13144,78,41,2753,7,chip,male,Mozilla/5.0,y,4607,https,308,debit,Kwekwe,Agribank,False
5223,265,37,10748,14,chip,female,Mozilla/5.0,n,2091,http,990,debit,Bulawayo,BANC ABC,False
466,300,38,325,6,chip,female,Linux x86_64,y,4214,https,575,credit,Harare,FBC Bank,False
2104,175,60,2790,9,online,female,Chrome/41.0.2272.89,n,6060,https,831,debit,Bulawayo,Agribank,False
3801,174,62,12109,3,online,female,Mozilla/5.0,n,4067,http,418,debit,Kwekwe,Agribank,False
13298,221,30,5159,7,online,male,Safari/537.36,n,5169,https,151,debit,Bulawayo,Agribank,False
4061,222,25,12547,17,chip,female,Mozilla/5.0,n,4071,https,883,debit,Harare,Agribank,False
5496,258,59,2603,22,chip,female,Mozilla/5.0,n,8209,http,716,credit,Harare,Steward Bank,False
7651,218,49,13950,15,chip,male,Mozilla/5.0,y,9399,http,278,debit,Kwekwe,Agribank,False
12238,264,45,3278,6,online,male,Mozilla/5.0,y,4947,https,972,debit,Bulawayo,BANC ABC,False
13024,43,18,1815,9,magnetic strip,female,Safari/537.36,n,5252,http,840,credit,Bulawayo,Agribank,False
5579,131,72,5137,17,chip,male,lk/41.0.2272.89,n,3007,http,810,debit,Bindura,First Capital Bank,False
2751,299,68,9990,5,online,male,Chrome/41.0.2272.89,n,6468,https,621,credit,Gweru,BANC ABC,False
1426,233,67,2762,11,online,male,Mozilla/5.0,y,7719,http,342,debit,Bulawayo,FBC Bank,False
8138,223,47,6638,17,online,female,Mozilla/5.0,y,6699,https,427,credit,Bindura,BANC ABC,False
803,92,53,9036,5,online,male,Chrome/41.0.2272.89,y,9009,https,186,debit,Gweru,FBC Bank,False
5457,195,35,5131,12,chip,female,Mozilla/5.0,n,9116,https,253,debit,Bulawayo,CBZ Bank,False
6479,259,44,7662,9,chip,female,Mozilla/5.0,y,1512,http,669,debit,Marondera,Agribank,False
1232,208,50,5680,5,chip,male,Mozilla/5.0,n,1264,https,547,debit,Harare,BANC ABC,False
4216,242,22,4400,3,magnetic strip,female,Mozilla/5.0,y,3626,https,394,credit,Kwekwe,BANC ABC,False
6018,298,59,14886,20,magnetic strip,female,Chrome/41.0.2272.89,y,7199,http,236,credit,Harare,Agribank,False
11766,260,33,7272,7,online,female,Chrome/41.0.2272.89,n,3825,http,430,debit,Rusape,CBZ Bank,False
1068,283,38,1075,10,chip,male,Mozilla/5.0,n,1557,http,684,debit,Gweru,Agribank,False
3241,252,72,8955,18,online,female,Mozilla/5.0,y,7009,http,436,credit,Bulawayo,CBZ Bank,False
5795,96,69,389,7,magnetic strip,male,AppleWebKit/537.36,n,1739,https,994,debit,Kwekwe,BANC ABC,False
11807,294,66,5372,11,chip,male,Chrome/41.0.2272.89,n,1066,https,433,credit,Bulawayo,FBC Bank,False
1774,153,56,7013,4,magnetic strip,male,Mozilla/5.0,n,4516,https,328,credit,Bindura,Agribank,False
11837,79,65,6098,7,magnetic strip,male,Mozilla/5.0,y,6818,http,353,credit,Harare,BANC ABC,False
8626,245,21,9522,6,online,male,Mozilla/5.0,y,6641,https,531,credit,Bulawayo,Agribank,False
14375,283,28,362,16,magnetic strip,male,Chrome/41.0.2272.89,n,7743,https,361,debit,Gweru,Steward Bank,False
7924,204,42,15060,3,magnetic strip,male,Chrome/41.0.2272.89,n,5910,https,472,credit,Bulawayo,FBC Bank,False
7857,282,26,3349,22,online,female,Mozilla/5.0,y,4616,https,469,credit,Bulawayo,BANC ABC,False
14732,161,70,5569,3,chip,female,Mozilla/5.0,n,7624,http,410,credit,Kwekwe,Agribank,False
488,275,45,1003,15,chip,female,Chrome/41.0.2272.89,n,3197,https,382,debit,Bulawayo,BANC ABC,False
9796,258,72,424,12,chip,female,Safari/537.36,n,4199,http,402,debit,Bulawayo,BANC ABC,False
832,134,70,4462,18,magnetic strip,female,Safari/537.36,y,2523,https,450,debit,Gweru,Agribank,False
624,187,53,5635,18,online,female,Safari/537.36,n,8773,http,680,debit,Harare,BANC ABC,False
13607,33,56,1697,12,chip,male,Safari/537.36,n,2788,http,896,debit,Rusape,Agribank,False
525,128,46,1290,7,online,male,Safari/537.36,n,8334,https,922,debit,Bulawayo,Agribank,False
2756,68,49,13317,14,magnetic strip,female,Mozilla/5.0,y,6568,https,842,debit,Bulawayo,Agribank,False
8598,104,63,6327,22,online,female,Mozilla/5.0,n,6948,http,231,debit,Kwekwe,Steward Bank,False
11369,151,28,11971,15,chip,male,Mozilla/5.0,y,6896,https,751,debit,Hwange,First Capital Bank,False
3245,78,23,11407,21,online,female,Safari/537.36,n,8096,https,293,credit,Bulawayo,Steward Bank,False
3969,218,60,15644,16,magnetic strip,female,Mozilla/5.0,n,6461,http,932,debit,Bulawayo,Agribank,False
8069,91,21,6946,12,online,female,Chrome/41.0.2272.89,y,1087,https,888,debit,Bulawayo,Steward Bank,False
896,61,35,11273,18,online,female,Chrome/41.0.2272.89,n,7057,http,473,debit,Harare,First Capital Bank,False
4324,231,22,15577,10,chip,male,Mozilla/5.0,y,4774,https,638,debit,Harare,Agribank,False
9277,208,29,12203,19,chip,female,Mozilla/5.0,y,7152,http,665,credit,Gweru,BANC ABC,False
2217,21,66,15707,22,online,male,Mozilla/5.0,n,7131,https,944,debit,Rusape,First Capital Bank,False
4831,237,46,1806,12,chip,female,Mozilla/5.0,y,3402,http,630,debit,Bulawayo,Steward Bank,False
2813,153,43,9874,5,online,female,Chrome/41.0.2272.89,n,5939,https,745,credit,Bulawayo,Steward Bank,False
12284,104,69,4315,15,online,female,Chrome/41.0.2272.89,y,6195,http,254,debit,Harare,BANC ABC,False
14090,44,26,13121,6,chip,female,Linux x86_64,n,7995,http,394,debit,Gweru,CBZ Bank,False
12723,260,22,2447,6,magnetic strip,male,Safari/537.36,y,5127,http,444,credit,Kwekwe,Agribank,False
14075,231,40,1757,3,online,female,Safari/537.36,n,4515,https,915,credit,Gweru,Agribank,False
2199,172,62,11903,18,magnetic strip,male,Mozilla/5.0,n,6650,https,904,debit,Kwekwe,Agribank,False
13063,108,68,13769,10,magnetic strip,female,Safari/537.36,n,8251,http,778,debit,Rusape,CBZ Bank,False
12469,169,29,5788,13,online,female,Mozilla/5.0,n,6395,https,345,debit,Hwange,Agribank,False
7880,121,46,3300,12,chip,male,Safari/537.36,y,3285,http,797,credit,Bulawayo,Agribank,False
721,257,32,12744,20,online,female,Safari/537.36,y,1810,https,125,debit,Harare,CBZ Bank,False
11349,148,31,14108,22,magnetic strip,female,Safari/537.36,n,9466,https,479,credit,Hwange,First Capital Bank,False
2758,255,28,2314,13,chip,female,Safari/537.36,y,6126,http,854,debit,Bulawayo,Agribank,False
13724,87,29,6989,7,magnetic strip,female,Chrome/41.0.2272.89,y,6004,http,805,credit,Bulawayo,CBZ Bank,False
11883,106,33,9445,7,chip,female,Safari/537.36,n,7060,http,192,debit,Rusape,Agribank,False
5529,281,66,3562,11,online,female,lk/41.0.2272.89,n,4230,https,156,debit,Harare,CBZ Bank,False
6760,183,30,11501,21,chip,female,lk/41.0.2272.89,n,1849,http,813,debit,Harare,Agribank,False
12399,222,58,1208,12,online,female,Chrome/41.0.2272.89,n,7304,http,130,credit,Kwekwe,Agribank,False
3225,86,67,14230,8,magnetic strip,female,Mozilla/5.0,n,7659,https,850,credit,Kwekwe,CBZ Bank,False
4238,24,28,15294,7,chip,male,Chrome/41.0.2272.89,y,5348,https,296,debit,Gweru,Agribank,False
1576,172,41,1206,19,chip,female,Safari/537.36,n,4903,https,856,debit,Kwekwe,Agribank,False
5018,37,68,15449,19,online,female,AppleWebKit/537.36,y,2943,https,286,credit,Hwange,First Capital Bank,False
9236,79,39,13409,19,magnetic strip,female,Mozilla/5.0,y,4624,http,842,credit,Rusape,Agribank,False
10362,162,71,575,3,online,female,Mozilla/5.0,y,6545,http,623,debit,Bindura,BANC ABC,False
1259,157,53,2143,20,online,female,Chrome/41.0.2272.89,n,9503,http,412,debit,Kwekwe,First Capital Bank,False
4886,280,70,11948,3,magnetic strip,female,Mozilla/5.0,n,1535,https,193,debit,Kwekwe,FBC Bank,False
6107,159,64,7283,10,magnetic strip,male,Mozilla/5.0,y,1794,http,973,credit,Gweru,Agribank,False
3542,111,65,9601,15,chip,female,Chrome/41.0.2272.89,n,1459,http,394,credit,Harare,BANC ABC,False
8482,61,40,14136,18,magnetic strip,female,Mozilla/5.0,n,8672,http,180,debit,Hwange,First Capital Bank,False
7186,29,42,8791,3,magnetic strip,male,Mozilla/5.0,y,9667,http,650,credit,Kwekwe,FBC Bank,False
7330,79,28,13159,14,chip,male,Chrome/41.0.2272.89,n,3480,http,364,credit,Gweru,Steward Bank,False
5481,70,62,8567,6,chip,male,Safari/537.36,n,5732,https,523,credit,Harare,First Capital Bank,False
1843,75,57,4576,15,chip,male,Chrome/41.0.2272.89,n,1680,https,380,credit,Bulawayo,FBC Bank,False
12149,291,38,13660,9,magnetic strip,female,Safari/537.36,n,7000,http,685,credit,Kwekwe,Agribank,False
7987,134,22,6309,19,chip,female,Chrome/41.0.2272.89,n,6624,http,524,credit,Bulawayo,CBZ Bank,True
3400,124,33,5238,13,magnetic strip,female,Safari/537.36,n,7237,https,723,credit,Bulawayo,First Capital Bank,True
1672,266,57,10013,18,chip,female,Mozilla/5.0,y,9094,https,389,credit,Kwekwe,Agribank,True
6668,47,71,2567,16,chip,female,Chrome/41.0.2272.89,y,5957,http,342,credit,Harare,Agribank,True
5223,101,52,3514,21,online,female,Mozilla/5.0,y,3224,http,967,debit,Kwekwe,CBZ Bank,True
9146,234,28,4999,4,chip,male,Linux x86_64,n,5921,http,302,credit,Bindura,Agribank,False
11878,190,22,5488,16,chip,female,Safari/537.36,n,7664,http,630,credit,Harare,FBC Bank,False
3023,40,39,308,10,magnetic strip,female,Mozilla/5.0,y,2251,http,374,debit,Gweru,Steward Bank,False
5778,265,39,11116,20,chip,male,Safari/537.36,y,2360,http,276,credit,Rusape,FBC Bank,False
5906,120,24,4961,7,chip,female,Mozilla/5.0,n,4840,http,762,debit,Kwekwe,CBZ Bank,False
11685,79,40,5203,21,online,male,Mozilla/5.0,n,4527,http,215,debit,Hwange,CBZ Bank,False
6785,75,53,8469,16,chip,female,Mozilla/5.0,y,9516,http,541,credit,Rusape,CBZ Bank,False
