feature0,feature1,feature2,feature3,feature4,age,feature5,cv_data,asv,cvv,Amount,CardNo,Label,location,card_type,bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,979.0,2222042.0,False,Kadoma,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,938.0,2222042.0,False,Kadoma,Debit,First Capital Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,102.0,2222042.0,False,Harare,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,360.0,2222042.0,False,Kadoma,Credit,NMB Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,172.0,2222042.0,False,Marondera,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1280.0,2222042.0,False,Bindura,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,807.0,2222042.0,False,Harare,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,652.0,2222042.0,False,Harare,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,983.0,2222042.0,False,Bulawayo,Debit,Cabs Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,426.0,2222042.0,False,Harare,Debit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,176.0,2222042.0,False,Bulawayo,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,680.0,2222042.0,False,Marondera,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,833.0,2222042.0,False,Harare,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,609.0,2222042.0,False,Kadoma,Credit,NMB Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,287.0,2222042.0,False,Bulawayo,Credit,CBZ Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,676.0,2222042.0,False,Kadoma,Debit,Banc ABC
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,29.0,2222042.0,False,Kwekwe,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,11.0,2222042.0,False,Bindura,Credit,Cabs Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,226.0,2222042.0,False,Bulawayo,Credit,First Capital Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,183.0,2222042.0,False,Hwange,Credit,Cabs Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,122.0,2222042.0,False,Harare,Credit,Banc ABC
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,126.0,2222042.0,False,Harare,Credit,Cabs Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,2185.0,2222042.0,False,Nyanga,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1942.0,2222042.0,False,Harare,Debit,Steward Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,103.0,2222042.0,False,Kadoma,Credit,Banc ABC
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1494.0,2222042.0,False,Nyanga,Credit,FBC Bank
402.0,309.0,15.0,30.0,130.0,51.0,3.0,3.0,5.0,3.0,169.0,2222042.0,False,Harare,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,112.0,2222042.0,False,Hwange,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,112.0,2222042.0,False,Bulawayo,Credit,FBC Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,213.0,2222042.0,False,Harare,Credit,Steward Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,324.0,2222042.0,False,Kadoma,Debit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,708.0,2222042.0,False,Bulawayo,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,826.0,2222042.0,False,Kadoma,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,201.0,2222042.0,False,Nyanga,Credit,Cabs Bank
402.0,333.0,19.0,37.0,74.0,101.0,11.0,3.0,5.0,2.0,127.0,2222042.0,False,Harare,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,503.0,2222042.0,False,Bulawayo,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,102.0,2222042.0,False,Harare,Credit,Standard Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,112.0,2222042.0,False,Marondera,Debit,AgriBank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,1350.0,2222042.0,False,Harare,Debit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,997.0,2222042.0,False,Kwekwe,Debit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,95.0,2222042.0,False,Bindura,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,521.0,2222042.0,False,Bindura,Credit,Banc ABC
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,144.0,2222042.0,False,Harare,Debit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,814.0,2222042.0,False,Hwange,Debit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,537.0,2222042.0,False,Kadoma,Debit,FBC Bank
402.0,309.0,15.0,30.0,130.0,51.0,3.0,3.0,5.0,3.0,61.0,2222042.0,False,Harare,Debit,AgriBank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,27.0,2222042.0,False,Harare,Credit,Banc ABC
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1255.0,2222042.0,False,Harare,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,775.0,2222042.0,False,Marondera,Debit,Steward Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,266.0,2222042.0,False,Harare,Debit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,177.0,2222042.0,False,Nyanga,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1198.0,2222042.0,False,Kwekwe,Debit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,521.0,2222042.0,False,Kwekwe,Credit,FBC Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,59.0,2222042.0,False,Bulawayo,Credit,Cabs Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,660.0,2222042.0,False,Kadoma,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,174.0,2222042.0,False,Nyanga,Debit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,139.0,2222042.0,False,Hwange,Credit,Banc ABC
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,629.0,2222042.0,False,Harare,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,99.0,2222042.0,False,Kadoma,Debit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,558.0,2222042.0,False,Bindura,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,652.0,2222042.0,False,Harare,Debit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,741.0,2222042.0,False,Harare,Debit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1319.0,2222042.0,False,Kadoma,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1065.0,2222042.0,False,Kadoma,Credit,NMB Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,188.0,2222042.0,False,Harare,Credit,NMB Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,87.0,2222042.0,False,Harare,Debit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,490.0,2222042.0,False,Nyanga,Credit,Standard Bank
402.0,333.0,19.0,37.0,76.0,102.0,11.0,3.0,5.0,2.0,140.0,2222042.0,False,Nyanga,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,261.0,2222042.0,False,Nyanga,Credit,FBC Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,623.0,2222042.0,False,Nyanga,Credit,FBC Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,524.0,2222042.0,False,Harare,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,905.0,2222042.0,False,Marondera,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,640.0,2222042.0,False,Harare,Credit,Steward Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,619.0,2222042.0,False,Harare,Debit,CBZ Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,95.0,2222042.0,False,Kadoma,Credit,FBC Bank
402.0,337.0,13.0,45.0,110.0,42.0,4.0,3.0,6.0,1.0,1338.0,2222042.0,False,Hwange,Debit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,118.0,2222042.0,False,Kwekwe,Credit,Steward Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,668.0,2222042.0,False,Nyanga,Debit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,115.0,2222042.0,False,Harare,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,682.0,2222042.0,False,Bulawayo,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,112.0,2222042.0,False,Harare,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,124.0,2222042.0,False,Marondera,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,703.0,2222042.0,False,Kadoma,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,162.0,2222042.0,False,Kadoma,Credit,Standard Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,918.0,2222042.0,False,Harare,Credit,NMB Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,162.0,2222042.0,False,Kadoma,Debit,Steward Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,918.0,2222042.0,False,Kadoma,Credit,Steward Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,230.0,2222042.0,False,Kwekwe,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,116.0,2222042.0,False,Harare,Credit,NMB Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,245.0,2222042.0,False,Kwekwe,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,88.0,2222042.0,False,Bindura,Credit,NMB Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,522.0,2222042.0,False,Nyanga,Debit,Banc ABC
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,30.0,2222042.0,False,Kadoma,Credit,Banc ABC
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,166.0,2222042.0,False,Bindura,Debit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,3399.0,2222042.0,False,Nyanga,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,725.0,2222042.0,False,Hwange,Debit,Steward Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,1474.0,2222042.0,False,Kadoma,Debit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,124.0,2222042.0,False,Bulawayo,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,703.0,2222042.0,False,Kadoma,Credit,First Capital Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,549.0,2222042.0,False,Bulawayo,Debit,Steward Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,264.0,2222042.0,False,Harare,Credit,Standard Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,636.0,2222042.0,False,Harare,Credit,Banc ABC
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,112.0,2222042.0,False,Hwange,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,445.0,2222042.0,False,Kadoma,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,88.0,2222042.0,False,Harare,Debit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,101.0,2222042.0,False,Marondera,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,577.0,2222042.0,False,Harare,Debit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,233.0,2222042.0,False,Harare,Debit,AgriBank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,65.0,2222042.0,False,Hwange,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,112.0,2222042.0,False,Harare,Credit,Banc ABC
402.0,333.0,19.0,37.0,74.0,101.0,11.0,3.0,5.0,2.0,143.0,2222042.0,False,Bulawayo,Credit,Steward Bank
402.0,337.0,13.0,45.0,110.0,42.0,4.0,3.0,6.0,1.0,999.0,2222042.0,False,Bulawayo,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,839.0,2222042.0,False,Harare,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1826.0,2222042.0,False,Bulawayo,Credit,FBC Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,3.0,2222042.0,False,Bindura,Debit,AgriBank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,216.0,2222042.0,False,Harare,Credit,FBC Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,206.0,2222042.0,False,Kadoma,Debit,Steward Bank
404.0,765.0,22.0,145.0,9.0,18.0,4.0,4.0,8.0,1.0,1500.0,2222042.0,False,Marondera,Debit,CBZ Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,126.0,2222042.0,False,Bindura,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,724.0,2222042.0,False,Harare,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,302.0,2222042.0,False,Harare,Debit,NMB Bank
404.0,765.0,22.0,145.0,9.0,18.0,4.0,4.0,8.0,1.0,300.0,2222042.0,False,Harare,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,250.0,2222042.0,False,Hwange,Credit,AgriBank
404.0,765.0,22.0,145.0,9.0,18.0,4.0,4.0,8.0,1.0,250.0,2222042.0,False,Hwange,Credit,Cabs Bank
404.0,762.0,22.0,152.0,7.0,11.0,4.0,4.0,3.0,3.0,3000.0,2222042.0,False,Marondera,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,217.0,2222042.0,False,Nyanga,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,557.0,2222042.0,False,Harare,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,557.0,2222042.0,False,Bulawayo,Credit,First Capital Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,237.0,2222042.0,False,Nyanga,Debit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,986.0,2222042.0,False,Kadoma,Credit,FBC Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,145.0,2222042.0,False,Harare,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,2068.0,2222042.0,False,Kwekwe,Credit,CBZ Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,852.0,2222042.0,False,Hwange,Credit,AgriBank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,515.0,2222042.0,False,Kwekwe,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,565.0,2222042.0,False,Harare,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1584.0,2222042.0,False,Nyanga,Credit,FBC Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,509.0,2222042.0,False,Harare,Debit,AgriBank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,96.0,2222042.0,False,Harare,Credit,NMB Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,931.0,2222042.0,False,Kadoma,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1071.0,2222042.0,False,Bulawayo,Credit,Cabs Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,1027.0,2222042.0,False,Hwange,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,151.0,2222042.0,False,Harare,Credit,CBZ Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,864.0,2222042.0,False,Bulawayo,Debit,First Capital Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,101.0,2222042.0,False,Kadoma,Debit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,128.0,2222042.0,False,Bulawayo,Credit,Cabs Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,278.0,2222042.0,False,Bulawayo,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,161.0,2222042.0,False,Bulawayo,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,805.0,2222042.0,False,Harare,Debit,CBZ Bank
402.0,309.0,15.0,30.0,130.0,51.0,3.0,3.0,5.0,3.0,18.0,2222042.0,False,Bindura,Credit,FBC Bank
402.0,309.0,15.0,30.0,130.0,51.0,3.0,3.0,5.0,3.0,36.0,2222042.0,False,Kwekwe,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,197.0,2222042.0,False,Harare,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1130.0,2222042.0,False,Harare,Credit,AgriBank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,812.0,2222042.0,False,Bulawayo,Credit,Steward Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,148.0,2222042.0,False,Marondera,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,113.0,2222042.0,False,Harare,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,647.0,2222042.0,False,Harare,Debit,Cabs Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,554.0,2222042.0,False,Bindura,Debit,Cabs Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,36.0,2222042.0,False,Harare,Debit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,980.0,2222042.0,False,Bulawayo,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1190.0,2222042.0,False,Bulawayo,Credit,AgriBank
404.0,765.0,22.0,145.0,9.0,18.0,4.0,4.0,8.0,1.0,1430.0,2222042.0,False,Harare,Credit,NMB Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1424.0,2222042.0,False,Bindura,Credit,AgriBank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,41.0,2222042.0,False,Harare,Credit,FBC Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,735.0,2222042.0,False,Kwekwe,Credit,FBC Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,154.0,2222042.0,False,Marondera,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,574.0,2222042.0,False,Nyanga,Debit,NMB Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,603.0,2222042.0,False,Kadoma,Credit,NMB Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,2109.0,2222042.0,False,Harare,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,2854.0,2222042.0,False,Harare,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1421.0,2222042.0,False,Harare,Credit,Steward Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,603.0,2222042.0,False,Bindura,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,718.0,2222042.0,False,Harare,Debit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,376.0,2222042.0,False,Bulawayo,Debit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,612.0,2222042.0,False,Marondera,Credit,NMB Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,752.0,2222042.0,False,Harare,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,577.0,2222042.0,False,Harare,Debit,First Capital Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,575.0,2222042.0,False,Bulawayo,Debit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,174.0,2222042.0,False,Harare,Credit,NMB Bank
404.0,765.0,22.0,145.0,9.0,18.0,4.0,4.0,8.0,1.0,800.0,2222042.0,False,Bindura,Debit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,975.0,2222042.0,False,Bindura,Debit,FBC Bank
404.0,765.0,22.0,145.0,9.0,18.0,4.0,4.0,8.0,1.0,100.0,2222042.0,False,Kwekwe,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,731.0,2222042.0,False,Bulawayo,Credit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,112.0,2222042.0,False,Marondera,Credit,NMB Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,628.0,2222042.0,False,Bindura,Credit,Cabs Bank
402.0,385.0,15.0,110.0,115.0,79.0,13.0,3.0,8.0,1.0,50.0,2222042.0,False,Bulawayo,Debit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,174.0,2222042.0,False,Bulawayo,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,975.0,2222042.0,False,Nyanga,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1087.0,2222042.0,False,Bindura,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,131.0,2222042.0,False,Bulawayo,Debit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,175.0,2222042.0,False,Bindura,Debit,Standard Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,692.0,2222042.0,False,Bulawayo,Credit,Steward Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1032.0,2222042.0,False,Harare,Credit,Cabs Bank
402.0,336.0,13.0,45.0,110.0,42.0,4.0,3.0,8.0,8.0,989.0,2222042.0,False,Bindura,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,383.0,2222042.0,False,Bulawayo,Credit,NMB Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,95.0,2222042.0,False,Harare,Debit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1654.0,2222042.0,False,Harare,Debit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,198.0,2222042.0,False,Bulawayo,Credit,FBC Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,784.0,2222042.0,False,Harare,Debit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1514.0,2222042.0,False,Harare,Credit,AgriBank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,180.0,2222042.0,False,Kwekwe,Credit,Banc ABC
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,713.0,2222042.0,False,Hwange,Debit,Cabs Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,270.0,2222042.0,False,Kadoma,Credit,CBZ Bank
402.0,336.0,13.0,45.0,109.0,42.0,4.0,3.0,6.0,3.0,1007.0,2222042.0,False,Harare,Credit,Banc ABC
