age,asv,Amount,CardNo,Label,location,card_type,bank
2.0,7.0,215.0,1379941.0,False,Harare,Debit,FBC Bank
52.0,5.0,61.0,1379941.0,False,Nyanga,Credit,AgriBank
81.0,8.0,100.0,1379941.0,False,Kwekwe,Credit,FBC Bank
109.0,5.0,243.0,1379941.0,False,Bindura,Credit,AgriBank
114.0,7.0,51.0,1379941.0,False,Marondera,Credit,AgriBank
49.0,4.0,61.0,1379941.0,False,Bindura,Credit,NMB Bank
49.0,4.0,500.0,1379941.0,False,Bulawayo,Debit,AgriBank
45.0,6.0,52.0,1379941.0,False,Nyanga,Credit,FBC Bank
17.0,5.0,2.0,1379941.0,False,Harare,Credit,Cabs Bank
17.0,5.0,2.0,1379941.0,False,Harare,Debit,FBC Bank
17.0,5.0,2.0,1379941.0,False,Marondera,Credit,FBC Bank
49.0,4.0,61.0,1379941.0,False,Kwekwe,Credit,First Capital Bank
94.0,9.0,52.0,1379941.0,False,Kadoma,Credit,FBC Bank
2.0,6.0,56.0,1379941.0,False,Hwange,Credit,FBC Bank
11.0,3.0,110.0,1379941.0,False,Bindura,Debit,Steward Bank
62.0,6.0,110.0,1379941.0,False,Kwekwe,Debit,Cabs Bank
11.0,3.0,1.0,1379941.0,False,Harare,Debit,First Capital Bank
11.0,3.0,1400.0,1379941.0,False,Bulawayo,Credit,Cabs Bank
11.0,3.0,2004.0,1379941.0,False,Kadoma,Credit,Cabs Bank
61.0,6.0,53.0,1379941.0,False,Harare,Debit,FBC Bank
81.0,8.0,60.0,1379941.0,False,Bulawayo,Credit,FBC Bank
81.0,8.0,120.0,1379941.0,False,Kwekwe,Credit,AgriBank
11.0,3.0,1750.0,1379941.0,False,Kadoma,Credit,CBZ Bank
62.0,8.0,55.0,1379941.0,False,Bindura,Credit,Standard Bank
11.0,3.0,1500.0,1379941.0,False,Kadoma,Credit,Standard Bank
2.0,6.0,981.0,1379941.0,False,Harare,Debit,FBC Bank
45.0,6.0,97.0,1379941.0,False,Harare,Debit,CBZ Bank
11.0,3.0,830.0,1379941.0,False,Kadoma,Debit,Steward Bank
45.0,6.0,88.0,1379941.0,False,Bindura,Debit,FBC Bank
81.0,8.0,60.0,1379941.0,False,Bindura,Debit,AgriBank
11.0,3.0,1500.0,1379941.0,False,Kadoma,Credit,Standard Bank
2.0,6.0,344.0,1379941.0,False,Harare,Debit,FBC Bank
49.0,4.0,1131.0,1379941.0,False,Nyanga,Credit,Steward Bank
109.0,5.0,674.0,1379941.0,False,Kadoma,Credit,FBC Bank
11.0,3.0,2150.0,1379941.0,False,Bulawayo,Credit,FBC Bank
42.0,6.0,988.0,1379941.0,False,Kwekwe,Credit,FBC Bank
36.0,8.0,22.0,1379941.0,False,Bindura,Credit,AgriBank
11.0,3.0,50.0,1379941.0,False,Hwange,Credit,FBC Bank
45.0,6.0,15.0,1379941.0,False,Harare,Credit,AgriBank
45.0,6.0,10.0,1379941.0,False,Kadoma,Debit,CBZ Bank
11.0,3.0,3315.0,1379941.0,False,Harare,Credit,FBC Bank
49.0,4.0,144.0,1379941.0,False,Marondera,Credit,FBC Bank
49.0,4.0,310.0,1379941.0,False,Harare,Credit,Cabs Bank
2.0,7.0,310.0,1379941.0,False,Harare,Credit,AgriBank
49.0,4.0,80.0,1379941.0,False,Bulawayo,Debit,FBC Bank
11.0,3.0,1200.0,1379941.0,False,Bindura,Debit,NMB Bank
12.0,1.0,25.0,1379941.0,False,Bulawayo,Credit,Cabs Bank
49.0,6.0,636.0,1379941.0,False,Bindura,Debit,AgriBank
67.0,8.0,281.0,1379941.0,False,Marondera,Debit,Cabs Bank
11.0,3.0,822.0,1380406.0,False,Bindura,Debit,CBZ Bank
48.0,4.0,62.0,1385336.0,False,Bulawayo,Debit,AgriBank
98.0,5.0,6.0,1385336.0,False,Kadoma,Debit,AgriBank
46.0,12.0,150.0,1385336.0,False,Kadoma,Debit,Cabs Bank
48.0,4.0,230.0,1385336.0,False,Harare,Credit,FBC Bank
48.0,4.0,44.0,1385336.0,False,Harare,Credit,Cabs Bank
48.0,4.0,27.0,1385336.0,False,Harare,Debit,FBC Bank
96.0,5.0,20.0,1385336.0,False,Harare,Debit,FBC Bank
30.0,12.0,62.0,1385336.0,False,Harare,Debit,Cabs Bank
48.0,4.0,62.0,1385336.0,False,Kadoma,Debit,CBZ Bank
84.0,6.0,370.0,1385336.0,False,Nyanga,Credit,Banc ABC
46.0,12.0,150.0,1385336.0,False,Nyanga,Credit,AgriBank
48.0,4.0,323.0,1385336.0,False,Bulawayo,Credit,AgriBank
98.0,5.0,31.0,1385336.0,False,Bindura,Debit,FBC Bank
96.0,5.0,30.0,1385336.0,False,Bindura,Credit,CBZ Bank
48.0,4.0,48.0,1385336.0,False,Bulawayo,Credit,First Capital Bank
48.0,4.0,27.0,1385336.0,False,Bindura,Debit,Cabs Bank
68.0,5.0,18.0,1385336.0,False,Nyanga,Debit,Banc ABC
6.0,5.0,162.0,1385336.0,False,Nyanga,Credit,Steward Bank
48.0,4.0,222.0,1385336.0,False,Hwange,Credit,AgriBank
46.0,12.0,150.0,1385336.0,False,Kadoma,Credit,Cabs Bank
48.0,4.0,62.0,1385336.0,False,Bulawayo,Credit,AgriBank
48.0,4.0,27.0,1385336.0,False,Bulawayo,Credit,Cabs Bank
48.0,4.0,44.0,1385336.0,False,Harare,Debit,AgriBank
98.0,5.0,31.0,1385336.0,False,Harare,Credit,Cabs Bank
96.0,5.0,20.0,1385336.0,False,Hwange,Credit,FBC Bank
48.0,4.0,62.0,1385336.0,False,Harare,Debit,Steward Bank
46.0,12.0,150.0,1385336.0,False,Bulawayo,Debit,Cabs Bank
48.0,4.0,165.0,1385336.0,False,Harare,Debit,FBC Bank
96.0,5.0,30.0,1385336.0,False,Harare,Credit,FBC Bank
98.0,5.0,31.0,1385336.0,False,Harare,Credit,FBC Bank
48.0,4.0,27.0,1385336.0,False,Bindura,Debit,AgriBank
48.0,4.0,45.0,1385336.0,False,Kadoma,Debit,FBC Bank
68.0,5.0,18.0,1385336.0,False,Harare,Debit,Standard Bank
96.0,5.0,30.0,1385336.0,False,Kadoma,Debit,First Capital Bank
96.0,5.0,30.0,1385336.0,False,Kwekwe,Credit,FBC Bank
48.0,4.0,62.0,1385336.0,False,Bindura,Credit,AgriBank
46.0,12.0,150.0,1385336.0,False,Bulawayo,Credit,Cabs Bank
46.0,6.0,684.0,1385336.0,False,Nyanga,Credit,FBC Bank
46.0,10.0,715.0,1385336.0,False,Bulawayo,Debit,Banc ABC
48.0,4.0,59.0,1385336.0,False,Bulawayo,Credit,NMB Bank
98.0,5.0,30.0,1385336.0,False,Harare,Credit,AgriBank
68.0,5.0,18.0,1385336.0,False,Hwange,Debit,NMB Bank
48.0,4.0,7.0,1385336.0,False,Kadoma,Credit,NMB Bank
48.0,4.0,28.0,1385336.0,False,Bindura,Credit,NMB Bank
80.0,7.0,68.0,1385336.0,False,Harare,Credit,FBC Bank
127.0,8.0,74.0,1385336.0,False,Bulawayo,Debit,Cabs Bank
98.0,5.0,32.0,1385336.0,False,Kadoma,Debit,FBC Bank
96.0,5.0,20.0,1385336.0,False,Kwekwe,Credit,FBC Bank
22.0,6.0,35.0,1385336.0,False,Bulawayo,Credit,AgriBank
68.0,5.0,18.0,1385336.0,False,Bulawayo,Debit,Cabs Bank
48.0,4.0,62.0,1385336.0,False,Bulawayo,Credit,AgriBank
98.0,5.0,31.0,1385336.0,False,Harare,Credit,FBC Bank
96.0,5.0,30.0,1385336.0,False,Harare,Credit,NMB Bank
46.0,12.0,150.0,1385336.0,False,Nyanga,Credit,Cabs Bank
84.0,7.0,134.0,1385336.0,False,Kadoma,Credit,Steward Bank
48.0,4.0,23.0,1385336.0,False,Bindura,Credit,AgriBank
49.0,4.0,373.0,1385336.0,False,Bindura,Credit,Cabs Bank
96.0,5.0,30.0,1385336.0,False,Harare,Debit,AgriBank
48.0,4.0,28.0,1385336.0,False,Bulawayo,Credit,Steward Bank
96.0,5.0,30.0,1385336.0,False,Kadoma,Credit,Cabs Bank
96.0,5.0,30.0,1385336.0,False,Kadoma,Debit,NMB Bank
6.0,5.0,105.0,1385336.0,False,Hwange,Credit,AgriBank
48.0,4.0,15.0,1385336.0,False,Marondera,Credit,AgriBank
48.0,4.0,62.0,1385336.0,False,Bindura,Credit,FBC Bank
46.0,12.0,150.0,1385336.0,False,Harare,Credit,Standard Bank
68.0,5.0,18.0,1385336.0,False,Hwange,Credit,Banc ABC
146.0,8.0,53.0,1385336.0,False,Kadoma,Credit,Standard Bank
6.0,5.0,33.0,1385336.0,False,Kadoma,Debit,AgriBank
98.0,5.0,31.0,1385336.0,False,Harare,Credit,AgriBank
48.0,4.0,27.0,1385336.0,False,Bulawayo,Credit,CBZ Bank
6.0,5.0,33.0,1385336.0,False,Harare,Credit,Steward Bank
112.0,5.0,120.0,1385336.0,False,Kwekwe,Debit,Cabs Bank
84.0,6.0,370.0,1385336.0,False,Harare,Credit,FBC Bank
48.0,4.0,62.0,1385336.0,False,Marondera,Credit,Cabs Bank
46.0,12.0,150.0,1385336.0,False,Kadoma,Credit,Cabs Bank
46.0,8.0,127.0,1385336.0,False,Harare,Debit,FBC Bank
6.0,5.0,1599.0,1385336.0,False,Bulawayo,Credit,NMB Bank
48.0,4.0,17.0,1385336.0,False,Bulawayo,Credit,FBC Bank
46.0,6.0,739.0,1385336.0,False,Harare,Debit,Banc ABC
98.0,5.0,35.0,1385336.0,False,Nyanga,Debit,Cabs Bank
98.0,5.0,31.0,1385336.0,False,Kadoma,Credit,Steward Bank
98.0,5.0,20.0,1385336.0,False,Hwange,Credit,FBC Bank
48.0,4.0,27.0,1385336.0,False,Nyanga,Credit,FBC Bank
48.0,4.0,59.0,1385336.0,False,Bulawayo,Credit,AgriBank
106.0,5.0,20.0,1385336.0,False,Harare,Debit,Banc ABC
98.0,5.0,30.0,1385336.0,False,Harare,Debit,CBZ Bank
98.0,5.0,31.0,1385336.0,False,Bulawayo,Debit,Cabs Bank
98.0,5.0,30.0,1385336.0,False,Harare,Credit,Cabs Bank
48.0,4.0,16.0,1385336.0,False,Nyanga,Credit,Cabs Bank
48.0,4.0,63.0,1385336.0,False,Harare,Credit,Cabs Bank
46.0,12.0,150.0,1385336.0,False,Bindura,Debit,FBC Bank
112.0,3.0,84.0,1385336.0,False,Nyanga,Credit,Standard Bank
48.0,4.0,27.0,1385336.0,False,Harare,Credit,AgriBank
48.0,5.0,27.0,1385336.0,False,Bulawayo,Credit,FBC Bank
68.0,5.0,18.0,1385336.0,False,Nyanga,Credit,Cabs Bank
48.0,4.0,70.0,1385336.0,False,Bulawayo,Debit,FBC Bank
98.0,9.0,27.0,1385336.0,False,Harare,Credit,FBC Bank
98.0,7.0,42.0,1385336.0,False,Kadoma,Debit,Steward Bank
6.0,3.0,37.0,1399126.0,False,Harare,Debit,Standard Bank
6.0,3.0,4.0,1399126.0,False,Harare,Debit,AgriBank
101.0,12.0,5.0,1399126.0,False,Harare,Credit,AgriBank
101.0,12.0,37.0,1399126.0,False,Harare,Credit,FBC Bank
6.0,3.0,12.0,1399126.0,False,Harare,Credit,Cabs Bank
6.0,3.0,28.0,1399126.0,False,Bulawayo,Credit,FBC Bank
76.0,8.0,60.0,1399126.0,False,Marondera,Credit,FBC Bank
6.0,3.0,110.0,1399126.0,False,Kwekwe,Debit,CBZ Bank
6.0,3.0,100.0,1399126.0,False,Bulawayo,Credit,FBC Bank
101.0,12.0,41.0,1399126.0,False,Bulawayo,Credit,Banc ABC
101.0,12.0,52.0,1399126.0,False,Harare,Credit,Cabs Bank
101.0,12.0,12.0,1399126.0,False,Kadoma,Credit,Cabs Bank
6.0,3.0,65.0,1399126.0,False,Harare,Debit,NMB Bank
105.0,6.0,10.0,1399126.0,False,Kadoma,Credit,AgriBank
164.0,3.0,75.0,1399126.0,False,Bindura,Debit,NMB Bank
101.0,12.0,52.0,1399126.0,True,Nyanga,Credit,FBC Bank
103.0,5.0,486.0,1406596.0,False,Harare,Credit,NMB Bank
25.0,13.0,8.0,1406596.0,False,Harare,Credit,AgriBank
98.0,5.0,25.0,1406596.0,False,Nyanga,Debit,AgriBank
103.0,3.0,152.0,1406596.0,False,Bulawayo,Debit,AgriBank
49.0,4.0,213.0,1406596.0,False,Bulawayo,Debit,FBC Bank
25.0,13.0,8.0,1406596.0,False,Harare,Debit,FBC Bank
31.0,7.0,13.0,1406596.0,False,Kadoma,Credit,NMB Bank
25.0,13.0,8.0,1406596.0,False,Harare,Debit,Steward Bank
31.0,7.0,13.0,1406596.0,False,Bulawayo,Credit,Cabs Bank
103.0,5.0,267.0,1406596.0,False,Harare,Credit,NMB Bank
103.0,5.0,300.0,1406596.0,False,Marondera,Credit,Banc ABC
25.0,13.0,8.0,1406596.0,False,Kadoma,Debit,Cabs Bank
31.0,7.0,13.0,1406596.0,False,Nyanga,Credit,FBC Bank
44.0,5.0,144.0,1406596.0,False,Nyanga,Debit,FBC Bank
44.0,5.0,108.0,1406596.0,False,Kwekwe,Credit,AgriBank
44.0,5.0,108.0,1406596.0,False,Marondera,Debit,NMB Bank
25.0,12.0,15.0,1406596.0,False,Nyanga,Debit,CBZ Bank
31.0,7.0,13.0,1406596.0,False,Kadoma,Debit,Steward Bank
79.0,4.0,248.0,1406596.0,False,Nyanga,Credit,NMB Bank
103.0,5.0,90.0,1406596.0,False,Harare,Credit,FBC Bank
101.0,5.0,110.0,1406596.0,False,Kadoma,Credit,Cabs Bank
44.0,6.0,196.0,1406596.0,False,Harare,Credit,Cabs Bank
44.0,6.0,1124.0,1406596.0,False,Bulawayo,Credit,CBZ Bank
114.0,5.0,100.0,1406596.0,False,Harare,Credit,Cabs Bank
25.0,11.0,15.0,1406596.0,False,Bulawayo,Credit,Banc ABC
31.0,7.0,13.0,1406596.0,False,Harare,Credit,Standard Bank
13.0,2.0,2000.0,1406596.0,False,Nyanga,Debit,NMB Bank
25.0,11.0,15.0,1406596.0,False,Bindura,Debit,FBC Bank
31.0,7.0,13.0,1406596.0,False,Kwekwe,Credit,First Capital Bank
101.0,5.0,90.0,1406596.0,False,Marondera,Credit,NMB Bank
101.0,5.0,90.0,1406596.0,False,Bindura,Credit,FBC Bank
47.0,5.0,189.0,1406596.0,False,Nyanga,Credit,FBC Bank
31.0,7.0,13.0,1406596.0,False,Harare,Debit,Cabs Bank
25.0,11.0,15.0,1406596.0,False,Harare,Credit,Banc ABC
31.0,7.0,13.0,1406596.0,False,Harare,Credit,NMB Bank
25.0,11.0,15.0,1406596.0,False,Kadoma,Debit,FBC Bank
103.0,3.0,154.0,1406596.0,False,Harare,Debit,Standard Bank
9.0,3.0,239.0,1409081.0,False,Kwekwe,Credit,Cabs Bank
9.0,3.0,1000.0,1409081.0,False,Marondera,Debit,First Capital Bank
21.0,10.0,2500.0,1409081.0,False,Hwange,Credit,NMB Bank
9.0,3.0,1433.0,1409081.0,False,Bindura,Credit,Cabs Bank
24.0,4.0,167.0,1409081.0,False,Harare,Credit,AgriBank
9.0,3.0,150.0,1409081.0,False,Bulawayo,Credit,AgriBank
9.0,3.0,27.0,1409081.0,False,Nyanga,Credit,AgriBank
27.0,4.0,30.0,1409081.0,False,Bulawayo,Debit,Banc ABC
27.0,4.0,30.0,1409081.0,False,Harare,Credit,FBC Bank
9.0,3.0,500.0,1409081.0,False,Marondera,Credit,FBC Bank
9.0,3.0,500.0,1409081.0,False,Bulawayo,Debit,Banc ABC
11.0,1.0,30.0,1409081.0,False,Harare,Debit,First Capital Bank
267.0,5.0,10.0,1409081.0,False,Harare,Credit,AgriBank
9.0,3.0,500.0,1409081.0,False,Harare,Debit,Standard Bank
12.0,9.0,206.0,1409081.0,False,Kadoma,Debit,FBC Bank
9.0,3.0,50.0,1409081.0,False,Bulawayo,Debit,Cabs Bank
12.0,9.0,192.0,1409081.0,False,Bindura,Credit,FBC Bank
9.0,3.0,365.0,1409081.0,False,Kadoma,Credit,Banc ABC
40.0,8.0,183.0,1409081.0,False,Bindura,Credit,AgriBank
11.0,1.0,30.0,1409081.0,False,Nyanga,Debit,AgriBank
9.0,3.0,670.0,1409081.0,False,Kwekwe,Debit,CBZ Bank
9.0,3.0,1000.0,1409081.0,False,Harare,Credit,AgriBank
101.0,6.0,88.0,1409081.0,True,Harare,Debit,AgriBank
102.0,6.0,26.0,1409081.0,True,Harare,Credit,FBC Bank
9.0,3.0,365.0,1409081.0,False,Nyanga,Credit,Cabs Bank
72.0,5.0,18.0,1420842.0,False,Harare,Credit,FBC Bank
104.0,5.0,219.0,1420842.0,False,Bindura,Credit,AgriBank
64.0,13.0,42.0,1420842.0,False,Bulawayo,Credit,NMB Bank
11.0,3.0,1500.0,1420842.0,False,Bulawayo,Debit,AgriBank
36.0,8.0,78.0,1420842.0,False,Bindura,Credit,First Capital Bank
64.0,13.0,42.0,1420842.0,False,Kwekwe,Credit,AgriBank
72.0,5.0,18.0,1420842.0,False,Kadoma,Credit,Standard Bank
64.0,13.0,42.0,1420842.0,False,Bulawayo,Debit,AgriBank
72.0,5.0,18.0,1420842.0,False,Kwekwe,Debit,FBC Bank
3.0,7.0,210.0,1420842.0,False,Hwange,Credit,FBC Bank
64.0,13.0,41.0,1420842.0,False,Kadoma,Credit,First Capital Bank
269.0,3.0,600.0,1420842.0,False,Harare,Credit,CBZ Bank
72.0,5.0,18.0,1420842.0,False,Bulawayo,Debit,FBC Bank
72.0,5.0,18.0,1420842.0,False,Harare,Credit,CBZ Bank
36.0,8.0,79.0,1420842.0,True,Marondera,Credit,Cabs Bank
18.0,8.0,900.0,1420842.0,False,Kadoma,Credit,AgriBank
5.0,6.0,48.0,1422535.0,False,Bulawayo,Credit,NMB Bank
5.0,3.0,200.0,1422535.0,False,Harare,Debit,FBC Bank
5.0,3.0,201.0,1422535.0,False,Bulawayo,Credit,Banc ABC
5.0,3.0,151.0,1422535.0,False,Harare,Credit,FBC Bank
108.0,7.0,52.0,1422535.0,False,Nyanga,Debit,AgriBank
5.0,3.0,98.0,1422535.0,False,Bindura,Credit,AgriBank
5.0,3.0,146.0,1422535.0,False,Marondera,Credit,FBC Bank
5.0,3.0,1105.0,1422535.0,False,Kwekwe,Credit,FBC Bank
87.0,5.0,108.0,1422535.0,False,Harare,Credit,Cabs Bank
5.0,3.0,120.0,1422535.0,False,Nyanga,Credit,Cabs Bank
5.0,3.0,96.0,1422535.0,False,Harare,Debit,AgriBank
19.0,6.0,85.0,1422535.0,False,Bulawayo,Debit,Standard Bank
19.0,6.0,85.0,1422535.0,False,Harare,Credit,FBC Bank
5.0,3.0,9.0,1422535.0,False,Nyanga,Debit,Cabs Bank
185.0,4.0,120.0,1422535.0,False,Bindura,Credit,First Capital Bank
154.0,3.0,36.0,1422535.0,False,Bulawayo,Credit,FBC Bank
185.0,4.0,203.0,1422535.0,False,Bulawayo,Debit,Steward Bank
101.0,3.0,146.0,1422535.0,False,Bulawayo,Debit,AgriBank
113.0,5.0,110.0,1424361.0,False,Bulawayo,Credit,FBC Bank
48.0,6.0,67.0,1424361.0,False,Harare,Debit,AgriBank
48.0,6.0,67.0,1424361.0,False,Harare,Credit,FBC Bank
113.0,5.0,200.0,1424361.0,False,Bindura,Credit,CBZ Bank
113.0,5.0,117.0,1424361.0,False,Marondera,Debit,Cabs Bank
48.0,6.0,67.0,1424361.0,False,Nyanga,Debit,Cabs Bank
48.0,6.0,67.0,1424361.0,False,Harare,Credit,NMB Bank
47.0,5.0,319.0,1424361.0,True,Harare,Credit,Standard Bank
24.0,4.0,53.0,1430448.0,False,Bulawayo,Credit,FBC Bank
24.0,4.0,199.0,1430448.0,False,Nyanga,Credit,FBC Bank
24.0,4.0,38.0,1430448.0,False,Marondera,Credit,Cabs Bank
24.0,4.0,32.0,1430448.0,False,Bulawayo,Debit,AgriBank
27.0,4.0,20.0,1430448.0,False,Kadoma,Debit,CBZ Bank
65.0,8.0,327.0,1430448.0,False,Harare,Credit,Cabs Bank
10.0,3.0,505.0,1430448.0,False,Bulawayo,Debit,Cabs Bank
57.0,5.0,312.0,1430448.0,False,Bulawayo,Credit,Cabs Bank
16.0,8.0,873.0,1430448.0,False,Marondera,Debit,FBC Bank
53.0,5.0,55.0,1430448.0,False,Harare,Credit,Banc ABC
24.0,4.0,186.0,1430448.0,False,Harare,Credit,Steward Bank
16.0,8.0,851.0,1430448.0,False,Bulawayo,Credit,Steward Bank
135.0,3.0,38.0,1430448.0,False,Harare,Debit,First Capital Bank
103.0,2.0,54.0,1430448.0,False,Harare,Credit,Cabs Bank
103.0,2.0,24.0,1430448.0,False,Harare,Credit,AgriBank
189.0,3.0,55.0,1430448.0,False,Harare,Credit,CBZ Bank
189.0,3.0,182.0,1430448.0,False,Nyanga,Credit,Cabs Bank
10.0,3.0,952.0,1430448.0,False,Harare,Debit,Cabs Bank
80.0,2.0,200.0,1430448.0,False,Hwange,Credit,AgriBank
10.0,3.0,204.0,1430448.0,False,Kwekwe,Credit,AgriBank
79.0,6.0,114.0,1430448.0,False,Kadoma,Credit,FBC Bank
10.0,3.0,1007.0,1430448.0,False,Harare,Credit,FBC Bank
168.0,3.0,97.0,1430448.0,False,Harare,Debit,NMB Bank
139.0,3.0,44.0,1430448.0,False,Kadoma,Credit,Cabs Bank
189.0,3.0,55.0,1430448.0,False,Harare,Debit,AgriBank
189.0,3.0,43.0,1430448.0,False,Bindura,Credit,AgriBank
87.0,2.0,42.0,1430448.0,False,Harare,Credit,Cabs Bank
131.0,3.0,55.0,1430448.0,False,Bulawayo,Credit,Cabs Bank
127.0,3.0,55.0,1430448.0,False,Harare,Debit,FBC Bank
267.0,5.0,50.0,1430448.0,False,Kadoma,Credit,AgriBank
10.0,3.0,848.0,1430448.0,False,Bulawayo,Credit,Cabs Bank
10.0,3.0,69.0,1430448.0,False,Bulawayo,Debit,FBC Bank
87.0,2.0,42.0,1430448.0,False,Kadoma,Credit,AgriBank
42.0,11.0,3076.0,1433435.0,False,Bindura,Debit,AgriBank
42.0,6.0,692.0,1433435.0,False,Bulawayo,Credit,NMB Bank
42.0,6.0,4792.0,1433435.0,False,Kadoma,Credit,FBC Bank
42.0,6.0,3038.0,1433435.0,False,Bulawayo,Credit,FBC Bank
42.0,8.0,2781.0,1433435.0,False,Hwange,Credit,Cabs Bank
42.0,6.0,3575.0,1433435.0,False,Harare,Credit,FBC Bank
80.0,6.0,794.0,1433435.0,False,Bindura,Credit,FBC Bank
80.0,6.0,1210.0,1433435.0,False,Nyanga,Credit,CBZ Bank
80.0,6.0,1764.0,1433435.0,False,Bindura,Debit,Cabs Bank
112.0,7.0,887.0,1433435.0,False,Kadoma,Credit,NMB Bank
42.0,8.0,3095.0,1433435.0,False,Harare,Debit,AgriBank
80.0,6.0,1505.0,1433435.0,False,Bulawayo,Debit,NMB Bank
80.0,6.0,2640.0,1433435.0,False,Bulawayo,Debit,AgriBank
71.0,4.0,1250.0,1433435.0,False,Harare,Credit,FBC Bank
42.0,8.0,2613.0,1433435.0,False,Harare,Credit,First Capital Bank
51.0,5.0,575.0,1433435.0,False,Kwekwe,Credit,NMB Bank
42.0,8.0,1673.0,1433435.0,False,Kadoma,Credit,Cabs Bank
42.0,6.0,810.0,1433435.0,False,Nyanga,Debit,AgriBank
80.0,6.0,2640.0,1433435.0,False,Nyanga,Credit,Cabs Bank
80.0,6.0,104.0,1433435.0,False,Harare,Credit,Cabs Bank
80.0,6.0,794.0,1433435.0,False,Harare,Debit,FBC Bank
80.0,6.0,1210.0,1433435.0,False,Bulawayo,Credit,AgriBank
42.0,6.0,134.0,1433435.0,False,Bulawayo,Credit,FBC Bank
42.0,6.0,24.0,1433435.0,False,Harare,Credit,AgriBank
51.0,4.0,149.0,1433435.0,False,Harare,Debit,AgriBank
11.0,3.0,600.0,1433435.0,False,Nyanga,Credit,Cabs Bank
80.0,6.0,1505.0,1433435.0,False,Bindura,Debit,Cabs Bank
80.0,6.0,156.0,1433435.0,False,Harare,Credit,FBC Bank
80.0,6.0,72.0,1433435.0,False,Harare,Credit,AgriBank
80.0,6.0,258.0,1433435.0,False,Harare,Credit,FBC Bank
80.0,6.0,350.0,1433435.0,False,Nyanga,Debit,CBZ Bank
80.0,6.0,350.0,1433435.0,False,Bulawayo,Credit,NMB Bank
80.0,6.0,144.0,1433435.0,False,Harare,Credit,FBC Bank
80.0,6.0,82.0,1433435.0,False,Harare,Credit,Cabs Bank
80.0,6.0,27.0,1433435.0,False,Bulawayo,Credit,NMB Bank
80.0,6.0,537.0,1433435.0,False,Harare,Credit,FBC Bank
80.0,6.0,148.0,1433435.0,False,Kwekwe,Credit,CBZ Bank
80.0,6.0,491.0,1433435.0,False,Bulawayo,Credit,Steward Bank
6.0,3.0,4415.0,1436194.0,False,Bindura,Debit,AgriBank
24.0,8.0,57.0,1436194.0,False,Kadoma,Debit,AgriBank
6.0,3.0,8077.0,1436194.0,False,Harare,Credit,First Capital Bank
82.0,10.0,5000.0,1436194.0,False,Hwange,Credit,FBC Bank
6.0,3.0,6983.0,1436194.0,False,Bulawayo,Debit,AgriBank
6.0,3.0,6233.0,1436194.0,False,Bulawayo,Credit,AgriBank
111.0,4.0,172.0,1436194.0,False,Bulawayo,Credit,FBC Bank
9.0,14.0,1825.0,1436194.0,False,Bulawayo,Credit,FBC Bank
61.0,5.0,101.0,1436194.0,False,Bulawayo,Credit,NMB Bank
6.0,3.0,1770.0,1436194.0,False,Kwekwe,Credit,CBZ Bank
227.0,11.0,7088.0,1436194.0,False,Harare,Credit,Steward Bank
277.0,3.0,779.0,1436194.0,False,Kadoma,Credit,Banc ABC
6.0,3.0,25000.0,1436194.0,False,Harare,Debit,AgriBank
111.0,7.0,3695.0,1436194.0,False,Harare,Credit,FBC Bank
44.0,5.0,105.0,1436194.0,False,Harare,Debit,Cabs Bank
44.0,5.0,95.0,1436194.0,False,Kadoma,Debit,Cabs Bank
6.0,3.0,3128.0,1436194.0,False,Bulawayo,Credit,AgriBank
11.0,3.0,700.0,1448099.0,False,Harare,Debit,CBZ Bank
11.0,3.0,320.0,1448099.0,False,Harare,Credit,Cabs Bank
66.0,1.0,75.0,1448099.0,False,Nyanga,Credit,Steward Bank
169.0,3.0,43.0,1448099.0,False,Harare,Credit,Cabs Bank
100.0,2.0,81.0,1448099.0,False,Harare,Credit,First Capital Bank
11.0,3.0,90.0,1448099.0,False,Harare,Credit,FBC Bank
29.0,10.0,94.0,1448099.0,False,Kadoma,Credit,AgriBank
108.0,4.0,426.0,1448099.0,False,Harare,Credit,FBC Bank
11.0,3.0,400.0,1448099.0,False,Harare,Credit,FBC Bank
52.0,4.0,37.0,1448099.0,False,Harare,Debit,Cabs Bank
52.0,4.0,86.0,1448099.0,False,Harare,Credit,Cabs Bank
11.0,3.0,310.0,1448099.0,False,Harare,Credit,Standard Bank
52.0,4.0,70.0,1448099.0,False,Kadoma,Debit,FBC Bank
116.0,3.0,40.0,1448099.0,False,Bindura,Credit,FBC Bank
52.0,4.0,79.0,1448099.0,False,Bulawayo,Debit,FBC Bank
11.0,3.0,540.0,1448099.0,False,Bulawayo,Credit,CBZ Bank
52.0,4.0,31.0,1448099.0,False,Harare,Credit,Cabs Bank
52.0,4.0,39.0,1448099.0,False,Harare,Debit,NMB Bank
11.0,3.0,400.0,1448099.0,False,Bulawayo,Credit,AgriBank
11.0,3.0,281.0,1448099.0,False,Kadoma,Debit,Banc ABC
37.0,15.0,202.0,1448099.0,True,Harare,Debit,Standard Bank
37.0,15.0,274.0,1448099.0,False,Bindura,Debit,CBZ Bank
144.0,11.0,576.0,1448099.0,False,Harare,Debit,FBC Bank
11.0,3.0,100.0,1448099.0,False,Kwekwe,Debit,FBC Bank
11.0,3.0,25.0,1448099.0,False,Kwekwe,Credit,FBC Bank
